Data,vento,radiacao,temp_max,temp_min,umi_max,umi_min,umi_rel,press_atm,temp_media,ETo
1/1/2014,2.30618248176782,1.74775833333333,31.2,22.2,92,46,73.4583333333333,1003.86666666666,26.2875,4.15992689152634
1/2/2014,2.25320261394343,1.12225625,31.3,21.8,91,51,74.0416666666666,1002.81249999999,25.8874999999999,4.02082760515295
1/3/2014,2.08803008484384,1.1120625,31.5,20.8,91,48,70.6666666666666,1003.44583333333,26.0270833333333,4.20657086108104
1/4/2014,1.96025510950265,1.23088125,31.4,20.9,90,42,69.9583333333333,1005.11666666666,25.9229166666666,4.24288537507192
1/5/2014,1.87299415073306,1.08353020833333,31.3,20.8,90,47,71.875,1005.15416666666,25.8083333333333,3.8576135138126
1/6/2014,1.98207034919505,0.961022916666666,30.2,22.8,90,51,72.2083333333333,1004.49166666666,26.0729166666666,3.86821320409893
1/7/2014,1.64549236536947,0.748935416666666,30.5,22.5,90,51,72.5416666666666,1003.66666666666,25.7958333333333,3.33224432350253
1/8/2014,1.57069725785268,0.81225,30.2,21.6,89,55,74.4166666666666,1002.8875,25.3520833333333,3.05441482719576
1/9/2014,2.15659226673423,0.949475,31.4,21.9,92,54,77.7916666666666,1002.96666666666,25.2625,3.40484678820176
1/10/2014,2.23138737425103,0.757169791666666,31.2,22.9,92,57,77.75,1003.99583333333,25.7166666666666,3.36502961788688
1/11/2014,1.69847223319387,0.864628124999999,30.5,21.1,92,52,76.875,1004.65416666666,25.3020833333333,2.99211923638648
1/12/2014,1.75456856383146,1.07459583333333,30.5,21.7,93,50,77.3333333333333,1005.48333333333,25.5770833333333,3.18457995398469
1/13/2014,2.06621484515144,1.04987604166666,30.9,22.6,93,55,75.875,1006.77083333333,26.2125,3.6682984677324
1/14/2014,1.95090572106305,0.796565625,29.8,22.8,93,63,81.4166666666666,1006.25,25.6,2.67148989462198
1/15/2014,1.72340393569947,1.10717604166666,31.1,22.1,92,46,72.9583333333333,1005.04583333333,26.2520833333333,3.69973400545184
