list,list_lags,Eto,lags_Target,rmse,mae,nse,mbe,forecast_horizon,model,selection_attribute_type,horizon,station_name,code_execution
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.39,1.0,0.43,0.34,3,xgb,1,3,Brasilia,7
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.62,1.14,0.22,0.48,7,xgb,0,7,Brasilia,7
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.81,1.26,0.02,0.6,7,xgb,1,7,Brasilia,7
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.73,1.21,0.11,0.55,10,xgb,0,10,Brasilia,7
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.61,1.12,0.23,0.46,10,xgb,1,10,Brasilia,7
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.91,0.66,0.75,0.07,1,florestaAleatoria,0,1,Brasilia,7
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.9,0.66,0.76,0.08,1,florestaAleatoria,1,1,Brasilia,7
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.39,1.02,0.42,0.16,3,florestaAleatoria,0,3,Brasilia,7
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.36,0.99,0.45,0.19,3,florestaAleatoria,1,3,Brasilia,7
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.66,1.17,0.18,0.43,7,florestaAleatoria,0,7,Brasilia,7
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.66,1.16,0.18,0.39,7,florestaAleatoria,1,7,Brasilia,7
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.75,1.23,0.09,0.5,10,florestaAleatoria,0,10,Brasilia,7
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.57,1.11,0.27,0.32,10,florestaAleatoria,1,10,Brasilia,7
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.93,0.69,0.74,-0.0,1,arvore,0,1,Brasilia,8
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.93,0.69,0.74,-0.0,1,arvore,1,1,Brasilia,8
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.35,1.0,0.46,0.06,3,arvore,0,3,Brasilia,8
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.34,0.99,0.47,0.06,3,arvore,1,3,Brasilia,8
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.61,1.17,0.23,0.27,7,arvore,0,7,Brasilia,8
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.65,1.17,0.19,0.3,7,arvore,1,7,Brasilia,8
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.68,1.21,0.16,0.36,10,arvore,0,10,Brasilia,8
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.76,1.39,0.08,-0.15,10,arvore,1,10,Brasilia,8
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.93,0.67,0.75,0.11,1,xgb,0,1,Brasilia,8
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.9,0.66,0.76,0.1,1,xgb,1,1,Brasilia,8
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.39,1.01,0.42,0.19,3,xgb,0,3,Brasilia,8
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.39,1.0,0.43,0.34,3,xgb,1,3,Brasilia,8
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.62,1.14,0.22,0.48,7,xgb,0,7,Brasilia,8
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.81,1.26,0.02,0.6,7,xgb,1,7,Brasilia,8
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.73,1.21,0.11,0.55,10,xgb,0,10,Brasilia,8
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.61,1.12,0.23,0.46,10,xgb,1,10,Brasilia,8
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.91,0.66,0.75,0.06,1,florestaAleatoria,0,1,Brasilia,8
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.89,0.65,0.76,0.07,1,florestaAleatoria,1,1,Brasilia,8
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.41,1.02,0.41,0.18,3,florestaAleatoria,0,3,Brasilia,8
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.36,0.99,0.45,0.2,3,florestaAleatoria,1,3,Brasilia,8
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.66,1.16,0.18,0.42,7,florestaAleatoria,0,7,Brasilia,8
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.63,1.15,0.22,0.36,7,florestaAleatoria,1,7,Brasilia,8
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.75,1.23,0.09,0.51,10,florestaAleatoria,0,10,Brasilia,8
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.58,1.11,0.25,0.34,10,florestaAleatoria,1,10,Brasilia,8
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.93,0.69,0.74,-0.0,1,arvore,0,1,Brasilia,9
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.93,0.69,0.74,-0.0,1,arvore,1,1,Brasilia,9
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.35,1.0,0.46,0.06,3,arvore,0,3,Brasilia,9
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.34,0.99,0.47,0.06,3,arvore,1,3,Brasilia,9
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.61,1.17,0.23,0.27,7,arvore,0,7,Brasilia,9
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.65,1.17,0.19,0.3,7,arvore,1,7,Brasilia,9
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.69,1.22,0.15,0.37,10,arvore,0,10,Brasilia,9
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.69,1.22,0.15,0.33,10,arvore,1,10,Brasilia,9
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.93,0.67,0.75,0.11,1,xgb,0,1,Brasilia,9
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.9,0.66,0.76,0.1,1,xgb,1,1,Brasilia,9
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.39,1.01,0.42,0.19,3,xgb,0,3,Brasilia,9
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.39,1.0,0.43,0.34,3,xgb,1,3,Brasilia,9
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.62,1.14,0.22,0.48,7,xgb,0,7,Brasilia,9
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.81,1.26,0.02,0.6,7,xgb,1,7,Brasilia,9
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.73,1.21,0.11,0.55,10,xgb,0,10,Brasilia,9
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.61,1.12,0.23,0.46,10,xgb,1,10,Brasilia,9
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.91,0.66,0.75,0.07,1,florestaAleatoria,0,1,Brasilia,9
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.9,0.66,0.76,0.08,1,florestaAleatoria,1,1,Brasilia,9
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.41,1.04,0.41,0.14,3,florestaAleatoria,0,3,Brasilia,9
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.36,0.99,0.45,0.2,3,florestaAleatoria,1,3,Brasilia,9
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.65,1.16,0.2,0.41,7,florestaAleatoria,0,7,Brasilia,9
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.64,1.15,0.2,0.38,7,florestaAleatoria,1,7,Brasilia,9
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.75,1.23,0.09,0.5,10,florestaAleatoria,0,10,Brasilia,9
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.6,1.12,0.24,0.34,10,florestaAleatoria,1,10,Brasilia,9
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.93,0.69,0.74,-0.0,1,arvore,0,1,Brasilia,10
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.93,0.69,0.74,-0.0,1,arvore,1,1,Brasilia,10
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.35,1.0,0.46,0.06,3,arvore,0,3,Brasilia,10
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.34,0.99,0.47,0.06,3,arvore,1,3,Brasilia,10
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.61,1.17,0.23,0.27,7,arvore,0,7,Brasilia,10
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.65,1.17,0.19,0.3,7,arvore,1,7,Brasilia,10
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.68,1.21,0.16,0.35,10,arvore,0,10,Brasilia,10
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.6,1.2,0.24,-0.05,10,arvore,1,10,Brasilia,10
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.93,0.67,0.75,0.11,1,xgb,0,1,Brasilia,10
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.9,0.66,0.76,0.1,1,xgb,1,1,Brasilia,10
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.39,1.01,0.42,0.19,3,xgb,0,3,Brasilia,10
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.39,1.0,0.43,0.34,3,xgb,1,3,Brasilia,10
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.62,1.14,0.22,0.48,7,xgb,0,7,Brasilia,10
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.81,1.26,0.02,0.6,7,xgb,1,7,Brasilia,10
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.73,1.21,0.11,0.55,10,xgb,0,10,Brasilia,10
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.61,1.12,0.23,0.46,10,xgb,1,10,Brasilia,10
['temp_media'],"[[29, 28, 30]]",['Eto'],"[1, 2, 3, 4, 5, 6, 7]",0.91,0.66,0.75,0.06,1,florestaAleatoria,0,1,Brasilia,10
"['temp_media', 'J', 'press_atm']","[[26, 29, 22], [5], [25]]",['Eto'],"[1, 2, 3, 4, 28]",0.9,0.66,0.76,0.08,1,florestaAleatoria,1,1,Brasilia,10
['temp_media'],"[[29, 28, 30, 27]]",['Eto'],"[3, 4, 5, 6, 7, 8]",1.39,1.02,0.42,0.15,3,florestaAleatoria,0,3,Brasilia,10
"['temp_media', 'press_atm', 'J']","[[29, 30], [25, 28, 22, 24], [17]]",['Eto'],"[3, 5, 4]",1.36,0.99,0.45,0.19,3,florestaAleatoria,1,3,Brasilia,10
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22]]",['Eto'],"[7, 8]",1.66,1.17,0.18,0.43,7,florestaAleatoria,0,7,Brasilia,10
"['temp_media', 'press_atm', 'J']","[[26, 28, 22, 21, 17, 18], [28, 29, 22], [7]]",[],[],1.64,1.15,0.2,0.37,7,florestaAleatoria,1,7,Brasilia,10
['temp_media'],"[[29, 28, 30, 27, 26, 24, 25, 22, 23, 21]]",[],[],1.75,1.23,0.09,0.51,10,florestaAleatoria,0,10,Brasilia,10
"['temp_media', 'press_atm', 'temp_min', 'J']","[[28, 29, 30, 23], [30, 20], [30], [21, 13, 10]]",[],[],1.58,1.11,0.26,0.35,10,florestaAleatoria,1,10,Brasilia,10
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,1
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,1
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,1
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,1
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.97,0.74,0.38,0.22,7,arvore,0,7,Maceio,1
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.06,0.8,0.26,0.37,7,arvore,1,7,Maceio,1
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,1
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.81,0.26,0.35,10,arvore,1,10,Maceio,1
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,1
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,1
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,1
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,1
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,1
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,1
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,1
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.78,0.26,0.38,10,xgb,1,10,Maceio,1
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.78,0.59,0.6,0.16,1,florestaAleatoria,0,1,Maceio,1
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.73,0.56,0.65,0.11,1,florestaAleatoria,1,1,Maceio,1
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.85,0.65,0.52,0.15,3,florestaAleatoria,0,3,Maceio,1
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.94,0.71,0.42,0.3,3,florestaAleatoria,1,3,Maceio,1
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.95,0.71,0.41,0.21,7,florestaAleatoria,0,7,Maceio,1
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.04,0.77,0.29,0.36,7,florestaAleatoria,1,7,Maceio,1
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",0.98,0.72,0.36,0.22,10,florestaAleatoria,0,10,Maceio,1
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.14,0.85,0.14,0.43,10,florestaAleatoria,1,10,Maceio,1
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,2
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,2
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,2
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,2
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.76,0.35,0.24,7,arvore,0,7,Maceio,2
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.08,0.8,0.22,0.37,7,arvore,1,7,Maceio,2
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,2
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.11,0.83,0.19,0.35,10,arvore,1,10,Maceio,2
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,2
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,2
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,2
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,2
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,2
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,2
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,2
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.78,0.26,0.38,10,xgb,1,10,Maceio,2
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.78,0.59,0.6,0.16,1,florestaAleatoria,0,1,Maceio,2
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.73,0.56,0.65,0.11,1,florestaAleatoria,1,1,Maceio,2
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.85,0.65,0.52,0.15,3,florestaAleatoria,0,3,Maceio,2
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.94,0.71,0.42,0.29,3,florestaAleatoria,1,3,Maceio,2
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.95,0.71,0.4,0.2,7,florestaAleatoria,0,7,Maceio,2
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.03,0.77,0.29,0.36,7,florestaAleatoria,1,7,Maceio,2
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",0.98,0.72,0.36,0.22,10,florestaAleatoria,0,10,Maceio,2
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.15,0.86,0.13,0.44,10,florestaAleatoria,1,10,Maceio,2
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,3
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,3
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,3
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,3
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.76,0.35,0.24,7,arvore,0,7,Maceio,3
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.03,0.78,0.3,0.34,7,arvore,1,7,Maceio,3
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,3
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.13,0.85,0.15,0.42,10,arvore,1,10,Maceio,3
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,3
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,3
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,3
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,3
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,3
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,3
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,3
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.78,0.26,0.38,10,xgb,1,10,Maceio,3
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.78,0.59,0.6,0.16,1,florestaAleatoria,0,1,Maceio,3
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.73,0.56,0.65,0.11,1,florestaAleatoria,1,1,Maceio,3
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.85,0.65,0.52,0.15,3,florestaAleatoria,0,3,Maceio,3
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.94,0.71,0.42,0.29,3,florestaAleatoria,1,3,Maceio,3
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.95,0.7,0.41,0.2,7,florestaAleatoria,0,7,Maceio,3
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.03,0.77,0.3,0.36,7,florestaAleatoria,1,7,Maceio,3
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",0.98,0.72,0.36,0.22,10,florestaAleatoria,0,10,Maceio,3
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.14,0.85,0.14,0.43,10,florestaAleatoria,1,10,Maceio,3
