list,list_lags,Eto,lags_Target,rmse,mae,nse,mbe,forecast_horizon,model,selection_attribute_type,horizon,station_name,code_execution
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,4
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,4
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,4
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,4
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.75,0.36,0.24,7,arvore,0,7,Maceio,4
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",0.99,0.76,0.35,0.29,7,arvore,1,7,Maceio,4
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,4
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.24,0.92,-0.01,0.48,10,arvore,1,10,Maceio,4
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,4
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,4
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,4
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,4
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,4
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,4
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,4
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.78,0.26,0.38,10,xgb,1,10,Maceio,4
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.78,0.59,0.6,0.16,1,florestaAleatoria,0,1,Maceio,4
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.72,0.56,0.65,0.11,1,florestaAleatoria,1,1,Maceio,4
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.85,0.65,0.52,0.15,3,florestaAleatoria,0,3,Maceio,4
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.94,0.7,0.42,0.29,3,florestaAleatoria,1,3,Maceio,4
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.95,0.7,0.41,0.2,7,florestaAleatoria,0,7,Maceio,4
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.03,0.77,0.29,0.36,7,florestaAleatoria,1,7,Maceio,4
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",0.98,0.72,0.36,0.22,10,florestaAleatoria,0,10,Maceio,4
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.14,0.85,0.14,0.43,10,florestaAleatoria,1,10,Maceio,4
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,5
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,5
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,5
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,5
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.97,0.75,0.38,0.24,7,arvore,0,7,Maceio,5
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.16,0.87,0.11,0.42,7,arvore,1,7,Maceio,5
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,5
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.14,0.86,0.14,0.42,10,arvore,1,10,Maceio,5
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,5
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,5
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,5
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,5
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,5
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,5
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,5
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.78,0.26,0.38,10,xgb,1,10,Maceio,5
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.78,0.59,0.59,0.17,1,florestaAleatoria,0,1,Maceio,5
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.73,0.56,0.65,0.12,1,florestaAleatoria,1,1,Maceio,5
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.52,0.15,3,florestaAleatoria,0,3,Maceio,5
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.93,0.7,0.42,0.29,3,florestaAleatoria,1,3,Maceio,5
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.95,0.71,0.4,0.2,7,florestaAleatoria,0,7,Maceio,5
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.05,0.78,0.28,0.37,7,florestaAleatoria,1,7,Maceio,5
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",0.98,0.72,0.36,0.23,10,florestaAleatoria,0,10,Maceio,5
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.15,0.86,0.13,0.43,10,florestaAleatoria,1,10,Maceio,5
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,6
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,6
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,6
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,6
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.75,0.35,0.23,7,arvore,0,7,Maceio,6
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.01,0.77,0.32,0.29,7,arvore,1,7,Maceio,6
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,6
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.07,0.81,0.24,0.32,10,arvore,1,10,Maceio,6
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,6
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,6
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,6
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,6
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,6
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,6
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,6
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.78,0.26,0.38,10,xgb,1,10,Maceio,6
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.78,0.59,0.6,0.17,1,florestaAleatoria,0,1,Maceio,6
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.73,0.56,0.65,0.11,1,florestaAleatoria,1,1,Maceio,6
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.85,0.65,0.52,0.15,3,florestaAleatoria,0,3,Maceio,6
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.95,0.71,0.41,0.3,3,florestaAleatoria,1,3,Maceio,6
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.95,0.71,0.4,0.2,7,florestaAleatoria,0,7,Maceio,6
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.04,0.77,0.29,0.36,7,florestaAleatoria,1,7,Maceio,6
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",0.98,0.72,0.36,0.23,10,florestaAleatoria,0,10,Maceio,6
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.13,0.85,0.15,0.43,10,florestaAleatoria,1,10,Maceio,6
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,7
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,7
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,7
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,7
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.76,0.35,0.25,7,arvore,0,7,Maceio,7
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.05,0.8,0.27,0.35,7,arvore,1,7,Maceio,7
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,7
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.14,0.85,0.14,0.42,10,arvore,1,10,Maceio,7
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,7
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,7
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,7
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,7
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,7
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,7
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,7
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.78,0.26,0.38,10,xgb,1,10,Maceio,7
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.77,0.58,0.61,0.16,1,florestaAleatoria,0,1,Maceio,7
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.73,0.56,0.65,0.11,1,florestaAleatoria,1,1,Maceio,7
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.85,0.65,0.53,0.15,3,florestaAleatoria,0,3,Maceio,7
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.94,0.7,0.42,0.29,3,florestaAleatoria,1,3,Maceio,7
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.96,0.71,0.4,0.21,7,florestaAleatoria,0,7,Maceio,7
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.04,0.77,0.29,0.36,7,florestaAleatoria,1,7,Maceio,7
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",0.98,0.72,0.36,0.22,10,florestaAleatoria,0,10,Maceio,7
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.14,0.85,0.14,0.43,10,florestaAleatoria,1,10,Maceio,7
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,8
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,8
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,8
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,8
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.98,0.76,0.36,0.24,7,arvore,0,7,Maceio,8
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.02,0.77,0.31,0.32,7,arvore,1,7,Maceio,8
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,8
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.22,0.91,0.01,0.48,10,arvore,1,10,Maceio,8
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,8
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,8
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,8
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,8
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,8
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,8
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,8
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.78,0.26,0.38,10,xgb,1,10,Maceio,8
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.78,0.59,0.6,0.17,1,florestaAleatoria,0,1,Maceio,8
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.73,0.56,0.65,0.12,1,florestaAleatoria,1,1,Maceio,8
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.85,0.65,0.52,0.15,3,florestaAleatoria,0,3,Maceio,8
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.94,0.7,0.42,0.29,3,florestaAleatoria,1,3,Maceio,8
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.95,0.71,0.4,0.2,7,florestaAleatoria,0,7,Maceio,8
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.03,0.77,0.29,0.36,7,florestaAleatoria,1,7,Maceio,8
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",0.99,0.73,0.36,0.23,10,florestaAleatoria,0,10,Maceio,8
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.14,0.85,0.14,0.43,10,florestaAleatoria,1,10,Maceio,8
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,9
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,9
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,9
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,9
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.96,0.74,0.39,0.23,7,arvore,0,7,Maceio,9
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.02,0.77,0.31,0.33,7,arvore,1,7,Maceio,9
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,9
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.08,0.84,0.23,0.35,10,arvore,1,10,Maceio,9
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,9
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,9
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,9
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,9
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,9
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,9
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,9
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.06,0.78,0.26,0.38,10,xgb,1,10,Maceio,9
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.78,0.59,0.6,0.16,1,florestaAleatoria,0,1,Maceio,9
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.72,0.56,0.65,0.11,1,florestaAleatoria,1,1,Maceio,9
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.85,0.65,0.52,0.15,3,florestaAleatoria,0,3,Maceio,9
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.93,0.7,0.42,0.29,3,florestaAleatoria,1,3,Maceio,9
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.95,0.71,0.4,0.21,7,florestaAleatoria,0,7,Maceio,9
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.04,0.77,0.29,0.36,7,florestaAleatoria,1,7,Maceio,9
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",0.99,0.73,0.36,0.23,10,florestaAleatoria,0,10,Maceio,9
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.14,0.85,0.14,0.43,10,florestaAleatoria,1,10,Maceio,9
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.82,0.63,0.55,0.17,1,arvore,0,1,Maceio,10
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.82,0.63,0.55,0.17,1,arvore,1,1,Maceio,10
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.95,0.73,0.4,0.2,3,arvore,0,3,Maceio,10
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.96,0.73,0.39,0.24,3,arvore,1,3,Maceio,10
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.98,0.75,0.36,0.22,7,arvore,0,7,Maceio,10
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.11,0.82,0.19,0.39,7,arvore,1,7,Maceio,10
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.77,0.33,0.24,10,arvore,0,10,Maceio,10
['J'],"[[27, 24, 30, 26, 28, 29, 14]]",['Eto'],"[11, 13, 15]",1.23,0.91,-0.0,0.48,10,arvore,1,10,Maceio,10
"['umi_rel', 'radiacao', 'vento', 'temp_max', 'temp_media']","[[1], [1], [1], [1], [1]]",['Eto'],"[1, 2, 3, 4, 5]",0.86,0.64,0.51,0.3,1,xgb,0,1,Maceio,10
"['radiacao', 'umi_min', 'umi_rel', 'J', 'temp_max']","[[1], [1], [1], [28], [1]]",['Eto'],"[1, 2, 4, 5, 3]",0.74,0.56,0.64,0.15,1,xgb,1,1,Maceio,10
[],[],['Eto'],"[3, 4, 5, 6, 7, 9, 10, 8, 11, 12]",0.86,0.65,0.51,0.17,3,xgb,0,3,Maceio,10
"['J', 'radiacao']","[[28, 25, 27, 19], [4]]",['Eto'],"[3, 6, 11, 4, 8]",0.9,0.67,0.47,0.26,3,xgb,1,3,Maceio,10
[],[],['Eto'],"[7, 9, 10, 8, 11, 12, 13, 14, 15, 21]",0.99,0.73,0.36,0.22,7,xgb,0,7,Maceio,10
['J'],"[[27, 21, 19, 9]]",['Eto'],"[13, 7, 11, 12, 8, 14]",1.0,0.74,0.34,0.34,7,xgb,1,7,Maceio,10
[],[],['Eto'],"[10, 11, 12, 13, 14, 15, 21, 23, 19, 22]",1.01,0.74,0.32,0.24,10,xgb,0,10,Maceio,10
